Gender,Age,City,Working Professional or Student,Profession,Work Pressure,Job Satisfaction,Sleep Duration,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
Male,24.0,Nagpur,Student,,,,More than 8 hours,Healthy,BA,Yes,6.0,3.0,No,0
Female,20.0,Varanasi,Working Professional,,1.0,2.0,Less than 5 hours,Healthy,Class 12,Yes,7.0,3.0,Yes,1
Male,35.0,Agra,Working Professional,Pharmacist,3.0,2.0,Less than 5 hours,Healthy,M.Pharm,Yes,10.0,5.0,No,0
Female,48.0,Srinagar,Working Professional,Teacher,5.0,5.0,7-8 hours,Unhealthy,B.Arch,No,12.0,4.0,Yes,0
Female,26.0,Faridabad,Working Professional,,5.0,1.0,Less than 5 hours,Healthy,Class 12,Yes,10.0,4.0,Yes,1
Male,23.0,Vadodara,Working Professional,Plumber,1.0,4.0,5-6 hours,Moderate,MCA,Yes,7.0,5.0,Yes,0
Male,47.0,Nashik,Working Professional,HR Manager,4.0,4.0,Less than 5 hours,Unhealthy,MBA,No,5.0,3.0,Yes,0
Female,53.0,Varanasi,Working Professional,Content Writer,3.0,2.0,7-8 hours,Unhealthy,M.Tech,Yes,8.0,5.0,No,0
Female,44.0,Kalyan,Working Professional,Content Writer,4.0,2.0,7-8 hours,Healthy,M.Ed,No,1.0,5.0,No,0
Female,42.0,Indore,Working Professional,Digital Marketer,1.0,2.0,More than 8 hours,Healthy,BA,Yes,4.0,3.0,No,0
Male,31.0,Patna,Working Professional,Teacher,2.0,2.0,Less than 5 hours,Moderate,B.Ed,No,12.0,1.0,No,0
Male,41.0,Ludhiana,Working Professional,Business Analyst,2.0,3.0,7-8 hours,Unhealthy,B.Sc,No,11.0,2.0,No,0
Female,18.0,Kolkata,Working Professional,,5.0,3.0,Less than 5 hours,Unhealthy,Class 12,Yes,11.0,2.0,Yes,1
Female,47.0,Surat,Working Professional,Content Writer,4.0,5.0,More than 8 hours,Unhealthy,M.Ed,No,9.0,5.0,Yes,0
Female,54.0,Varanasi,Working Professional,Data Scientist,2.0,4.0,More than 8 hours,Healthy,M.Tech,No,12.0,3.0,No,0
Male,56.0,Kanpur,Working Professional,Marketing Manager,3.0,5.0,5-6 hours,Unhealthy,MA,No,4.0,3.0,Yes,0
Female,40.0,Varanasi,Working Professional,Consultant,3.0,2.0,,Healthy,B.Com,Yes,4.0,2.0,No,0
Male,19.0,Hyderabad,Student,,,,5-6 hours,Moderate,Class 12,Yes,10.0,3.0,No,1
Male,41.0,Rajkot,Working Professional,Marketing Manager,5.0,2.0,5-6 hours,Moderate,BA,No,1.0,5.0,No,0
Male,55.0,Kolkata,Working Professional,Entrepreneur,3.0,3.0,7-8 hours,Moderate,B.Sc,Yes,12.0,4.0,No,0
Female,34.0,Kanpur,Working Professional,Educational Consultant,4.0,2.0,5-6 hours,Healthy,M.Ed,No,5.0,5.0,Yes,0
Female,30.0,Vasai-Virar,Student,,,,5-6 hours,Healthy,LLB,Yes,12.0,4.0,Yes,1
Female,39.0,Rajkot,Working Professional,Chemist,5.0,5.0,5-6 hours,Unhealthy,B.Pharm,Yes,1.0,4.0,Yes,0
Male,25.0,Meerut,Student,,,,7-8 hours,Moderate,M.Com,Yes,2.0,5.0,No,1
Male,57.0,Jaipur,Working Professional,Consultant,5.0,5.0,7-8 hours,Moderate,M.Tech,Yes,0.0,3.0,Yes,0
Male,47.0,Kalyan,Working Professional,Entrepreneur,2.0,5.0,5-6 hours,Moderate,M.Tech,Yes,3.0,3.0,Yes,0
Female,47.0,Surat,Working Professional,,1.0,2.0,Less than 5 hours,Unhealthy,Class 12,Yes,1.0,1.0,Yes,0
Female,21.0,Indore,Student,,,,Less than 5 hours,Healthy,M.Com,Yes,10.0,3.0,Yes,1
Female,48.0,Vadodara,Working Professional,Pilot,3.0,3.0,5-6 hours,Moderate,M.Tech,No,6.0,1.0,Yes,0
Female,33.0,Meerut,Student,,,,More than 8 hours,Moderate,B.Com,Yes,6.0,1.0,Yes,1
Female,35.0,Ludhiana,Working Professional,Educational Consultant,3.0,3.0,Less than 5 hours,Healthy,B.Ed,No,9.0,2.0,Yes,0
Male,57.0,Vasai-Virar,Working Professional,Entrepreneur,4.0,2.0,More than 8 hours,Healthy,M.Sc,Yes,11.0,2.0,Yes,0
Female,28.0,Srinagar,Working Professional,Teacher,4.0,1.0,7-8 hours,Unhealthy,B.Arch,Yes,5.0,3.0,Yes,1
Male,58.0,Hyderabad,Working Professional,HR Manager,4.0,5.0,More than 8 hours,Unhealthy,M.Sc,No,4.0,2.0,No,0
Female,48.0,Kalyan,Working Professional,Teacher,4.0,4.0,More than 8 hours,Unhealthy,MBBS,Yes,12.0,4.0,No,0
Female,44.0,Faridabad,Working Professional,Content Writer,5.0,1.0,More than 8 hours,Unhealthy,B.Ed,Yes,11.0,3.0,Yes,0
Female,34.0,Patna,Student,,,,Less than 5 hours,Moderate,M.Tech,Yes,3.0,2.0,No,0
Male,18.0,Vasai-Virar,Student,,,,5-6 hours,Healthy,BCA,Yes,7.0,5.0,No,0
Male,49.0,Delhi,Working Professional,Teacher,1.0,1.0,7-8 hours,Moderate,MHM,No,1.0,1.0,Yes,0
Male,57.0,Patna,Working Professional,Pharmacist,2.0,3.0,5-6 hours,Moderate,M.Pharm,No,3.0,3.0,Yes,0
Male,60.0,Ahmedabad,Working Professional,,5.0,2.0,7-8 hours,Unhealthy,Class 12,No,9.0,2.0,Yes,0
Female,19.0,Pune,Student,,,,5-6 hours,Moderate,Class 12,Yes,12.0,4.0,No,1
Female,25.0,Bhopal,Working Professional,Teacher,3.0,2.0,Less than 5 hours,Unhealthy,MA,Yes,12.0,3.0,No,1
Male,23.0,Nashik,Working Professional,HR Manager,4.0,2.0,5-6 hours,Moderate,B.Tech,Yes,1.0,3.0,Yes,1
Female,30.0,Lucknow,Student,,,,More than 8 hours,Healthy,M.Ed,Yes,1.0,3.0,Yes,0
Male,36.0,Nagpur,Working Professional,Data Scientist,2.0,1.0,7-8 hours,Unhealthy,BCA,Yes,1.0,2.0,Yes,0
Male,51.0,Nagpur,Working Professional,Researcher,5.0,3.0,Less than 5 hours,Unhealthy,B.Sc,No,0.0,2.0,Yes,0
Female,43.0,Vadodara,Working Professional,Teacher,2.0,5.0,Less than 5 hours,Unhealthy,MCA,No,1.0,2.0,No,0
Male,38.0,Pune,Working Professional,Data Scientist,1.0,5.0,Less than 5 hours,Healthy,M.Tech,No,7.0,1.0,No,0
Female,35.0,Kolkata,Working Professional,Content Writer,5.0,2.0,More than 8 hours,Healthy,M.Tech,No,7.0,2.0,Yes,0
Female,57.0,Meerut,Working Professional,Educational Consultant,1.0,3.0,More than 8 hours,Moderate,B.Ed,No,12.0,4.0,No,0
Male,51.0,Ghaziabad,Working Professional,Judge,2.0,5.0,5-6 hours,Healthy,LLM,No,3.0,2.0,No,0
Male,51.0,Varanasi,Working Professional,Teacher,3.0,3.0,More than 8 hours,Moderate,LLM,No,12.0,5.0,Yes,0
Male,30.0,Thane,Student,,,,Less than 5 hours,Healthy,LLB,Yes,10.0,5.0,Yes,1
Male,36.0,Surat,Working Professional,Doctor,3.0,3.0,Less than 5 hours,Unhealthy,B.Pharm,Yes,2.0,3.0,Yes,0
Male,46.0,Indore,Working Professional,Consultant,4.0,3.0,5-6 hours,Unhealthy,MCA,No,2.0,1.0,Yes,0
Male,18.0,Kolkata,Student,,,,More than 8 hours,Moderate,B.Tech,No,3.0,1.0,Yes,1
Female,47.0,Delhi,Working Professional,Teacher,5.0,3.0,Less than 5 hours,Unhealthy,LLM,Yes,12.0,2.0,Yes,0
Female,39.0,Hyderabad,Working Professional,HR Manager,2.0,2.0,Less than 5 hours,Healthy,MA,Yes,6.0,5.0,No,0
Male,47.0,Faridabad,Working Professional,HR Manager,1.0,3.0,More than 8 hours,Unhealthy,MA,Yes,9.0,4.0,Yes,0
Male,20.0,Chennai,Working Professional,,4.0,1.0,Less than 5 hours,Moderate,Class 12,Yes,11.0,3.0,No,1
Female,43.0,Thane,Working Professional,Teacher,2.0,3.0,7-8 hours,Unhealthy,MBA,No,4.0,2.0,No,0
Female,53.0,Agra,Working Professional,Data Scientist,2.0,3.0,More than 8 hours,Healthy,B.Tech,Yes,6.0,1.0,Yes,0
Female,54.0,Vadodara,Working Professional,Pilot,4.0,4.0,5-6 hours,Healthy,M.Tech,No,4.0,2.0,No,0
Female,28.0,Srinagar,Student,,,,7-8 hours,Unhealthy,B.Com,Yes,5.0,5.0,No,1
Female,21.0,Hyderabad,Working Professional,Teacher,5.0,3.0,7-8 hours,Healthy,B.Ed,Yes,8.0,5.0,Yes,1
Female,44.0,Kolkata,Working Professional,Digital Marketer,2.0,5.0,Less than 5 hours,Unhealthy,B.Com,Yes,0.0,1.0,Yes,0
Male,49.0,Ahmedabad,Working Professional,Lawyer,2.0,2.0,More than 8 hours,Healthy,LLB,No,11.0,3.0,No,0
Female,60.0,Lucknow,Working Professional,Educational Consultant,5.0,1.0,7-8 hours,Moderate,M.Ed,Yes,5.0,4.0,No,0
Male,33.0,Chennai,Working Professional,Content Writer,5.0,4.0,Less than 5 hours,Healthy,B.Ed,No,11.0,5.0,No,0
Male,39.0,Rajkot,Working Professional,Travel Consultant,4.0,3.0,5-6 hours,Unhealthy,MHM,No,5.0,1.0,Yes,0
Male,18.0,Ahmedabad,Working Professional,,3.0,5.0,More than 8 hours,Unhealthy,Class 12,Yes,3.0,2.0,No,1
Female,19.0,Delhi,Working Professional,,3.0,4.0,More than 8 hours,Unhealthy,Class 12,Yes,2.0,4.0,No,0
Female,35.0,Lucknow,Working Professional,,3.0,4.0,7-8 hours,Unhealthy,Class 12,No,8.0,1.0,No,0
Female,34.0,Vadodara,Student,,,,Less than 5 hours,Unhealthy,B.Ed,No,2.0,3.0,No,0
Female,60.0,Visakhapatnam,Working Professional,Architect,2.0,5.0,7-8 hours,Unhealthy,MCA,Yes,1.0,1.0,No,0
Female,46.0,Mumbai,Working Professional,Electrician,1.0,3.0,Less than 5 hours,Healthy,B.Tech,No,12.0,5.0,No,0
Male,56.0,Jaipur,Working Professional,Teacher,4.0,2.0,More than 8 hours,Unhealthy,LLB,No,12.0,5.0,Yes,0
Male,44.0,Mumbai,Working Professional,Civil Engineer,2.0,3.0,Less than 5 hours,Unhealthy,MCA,Yes,12.0,5.0,Yes,0
Female,50.0,Faridabad,Working Professional,Entrepreneur,5.0,4.0,5-6 hours,Healthy,BE,No,5.0,3.0,No,0
Female,19.0,Bhopal,Student,,,,5-6 hours,Moderate,Class 12,Yes,11.0,5.0,Yes,1
Female,53.0,Ahmedabad,Working Professional,Teacher,1.0,3.0,Less than 5 hours,Healthy,MBA,Yes,7.0,2.0,Yes,0
Male,39.0,Kanpur,Working Professional,UX/UI Designer,2.0,4.0,Less than 5 hours,Healthy,BCA,Yes,7.0,1.0,No,0
Male,60.0,Kanpur,Working Professional,Teacher,1.0,1.0,More than 8 hours,Healthy,B.Pharm,Yes,11.0,1.0,Yes,0
Male,28.0,Mumbai,Student,,,,Less than 5 hours,Unhealthy,MBA,Yes,6.0,3.0,Yes,1
Female,50.0,Kolkata,Working Professional,Sales Executive,2.0,5.0,5-6 hours,Healthy,BBA,No,2.0,2.0,No,0
Female,43.0,Indore,Working Professional,UX/UI Designer,1.0,3.0,7-8 hours,Unhealthy,M.Tech,No,2.0,4.0,Yes,0
Male,18.0,Bhopal,Student,,,,More than 8 hours,Healthy,Class 12,Yes,6.0,4.0,No,1
Female,49.0,Ludhiana,Working Professional,Pharmacist,1.0,5.0,More than 8 hours,Healthy,B.Pharm,Yes,10.0,1.0,Yes,0
Male,41.0,Mumbai,Working Professional,Sales Executive,3.0,4.0,More than 8 hours,Unhealthy,B.Com,Yes,10.0,1.0,No,0
Female,48.0,Srinagar,Working Professional,Teacher,5.0,3.0,5-6 hours,Moderate,MD,Yes,7.0,3.0,Yes,0
Male,56.0,Srinagar,Working Professional,Accountant,5.0,2.0,Less than 5 hours,Unhealthy,B.Com,Yes,0.0,1.0,Yes,0
Male,26.0,Mumbai,Working Professional,Pharmacist,5.0,2.0,More than 8 hours,Healthy,M.Pharm,Yes,8.0,2.0,Yes,0
Female,23.0,Thane,Student,,,,More than 8 hours,Unhealthy,BBA,Yes,1.0,5.0,No,1
Male,20.0,Vasai-Virar,Student,,,,Less than 5 hours,Unhealthy,Class 12,Yes,7.0,5.0,Yes,1
Female,36.0,Bhopal,Working Professional,Chef,5.0,2.0,Less than 5 hours,Moderate,BHM,Yes,7.0,3.0,No,0
Male,49.0,Vasai-Virar,Working Professional,Content Writer,1.0,3.0,5-6 hours,Unhealthy,M.Tech,Yes,0.0,3.0,No,0
Male,30.0,Hyderabad,Student,,,,7-8 hours,Unhealthy,BCA,Yes,12.0,4.0,No,1
Male,24.0,Ahmedabad,Working Professional,Teacher,4.0,5.0,5-6 hours,Moderate,B.Arch,Yes,10.0,4.0,Yes,0
Male,57.0,Surat,Working Professional,Lawyer,3.0,2.0,More than 8 hours,Unhealthy,LLB,No,3.0,1.0,No,0
Male,40.0,Patna,Working Professional,Digital Marketer,5.0,5.0,7-8 hours,Moderate,B.Com,Yes,0.0,4.0,Yes,0
Male,37.0,Thane,Working Professional,Judge,3.0,2.0,7-8 hours,Healthy,LLB,No,11.0,2.0,No,0
Male,42.0,Ahmedabad,Working Professional,Content Writer,5.0,3.0,Less than 5 hours,Moderate,B.Ed,No,5.0,2.0,Yes,0
Female,30.0,Kalyan,Working Professional,Teacher,5.0,1.0,Less than 5 hours,Unhealthy,B.Ed,Yes,10.0,4.0,Yes,1
Male,43.0,Nashik,Working Professional,Graphic Designer,3.0,1.0,More than 8 hours,Healthy,BCA,Yes,0.0,4.0,Yes,1
Male,38.0,Ludhiana,Working Professional,Data Scientist,2.0,1.0,7-8 hours,Moderate,B.Tech,Yes,2.0,5.0,No,0
Male,54.0,Mumbai,Working Professional,,3.0,1.0,5-6 hours,Moderate,Class 12,Yes,3.0,1.0,No,0
Male,22.0,Agra,Working Professional,Educational Consultant,3.0,5.0,More than 8 hours,Healthy,B.Ed,No,8.0,1.0,No,0
Male,45.0,Thane,Working Professional,Architect,1.0,2.0,7-8 hours,Moderate,B.Arch,Yes,4.0,1.0,Yes,0
Male,51.0,Pune,Working Professional,Teacher,3.0,1.0,7-8 hours,Moderate,M.Ed,Yes,11.0,3.0,No,0
Male,50.0,Rajkot,Working Professional,Architect,3.0,1.0,More than 8 hours,Unhealthy,B.Arch,Yes,11.0,4.0,No,0
Female,24.0,Surat,Working Professional,Teacher,4.0,1.0,5-6 hours,Unhealthy,B.Ed,Yes,12.0,5.0,Yes,1
Male,56.0,Meerut,Working Professional,Travel Consultant,1.0,4.0,7-8 hours,Unhealthy,MHM,Yes,5.0,4.0,No,0
Male,52.0,Kanpur,Working Professional,Graphic Designer,3.0,3.0,More than 8 hours,Moderate,MCA,No,2.0,2.0,No,0
Female,18.0,Ludhiana,Working Professional,,2.0,1.0,7-8 hours,Unhealthy,Class 12,Yes,8.0,4.0,No,1
Male,43.0,Bangalore,Working Professional,Consultant,5.0,4.0,More than 8 hours,Healthy,BBA,No,12.0,3.0,Yes,0
Male,49.0,Kolkata,Working Professional,Mechanical Engineer,4.0,1.0,Less than 5 hours,Healthy,MCA,Yes,11.0,5.0,Yes,0
Female,56.0,Kalyan,Working Professional,Content Writer,1.0,4.0,Less than 5 hours,Moderate,B.Ed,No,6.0,2.0,Yes,0
Male,56.0,Ludhiana,Working Professional,Investment Banker,4.0,4.0,More than 8 hours,Healthy,BBA,Yes,1.0,4.0,No,0
Male,44.0,Meerut,Working Professional,Teacher,5.0,3.0,Less than 5 hours,Healthy,B.Pharm,No,11.0,4.0,Yes,0
Female,52.0,Kanpur,Working Professional,Researcher,1.0,4.0,5-6 hours,Unhealthy,M.Tech,Yes,0.0,1.0,No,0
Female,43.0,Rajkot,Working Professional,Teacher,4.0,2.0,More than 8 hours,Healthy,B.Arch,Yes,12.0,1.0,Yes,0
Male,52.0,Lucknow,Working Professional,Educational Consultant,2.0,5.0,Less than 5 hours,Moderate,B.Ed,No,0.0,2.0,No,0
Male,47.0,Hyderabad,Working Professional,Entrepreneur,4.0,5.0,7-8 hours,Healthy,M.Sc,No,7.0,5.0,Yes,0
Male,35.0,Varanasi,Working Professional,HR Manager,2.0,3.0,More than 8 hours,Healthy,BA,No,6.0,1.0,Yes,0
Male,18.0,Mumbai,Working Professional,,5.0,4.0,Less than 5 hours,Moderate,Class 12,Yes,12.0,3.0,Yes,1
Male,37.0,Pune,Working Professional,Software Engineer,3.0,4.0,7-8 hours,Healthy,BCA,No,4.0,4.0,No,0
Male,22.0,Agra,Student,,,,Less than 5 hours,Healthy,BBA,No,10.0,1.0,Yes,0
Male,36.0,Hyderabad,Working Professional,HR Manager,5.0,1.0,7-8 hours,Unhealthy,B.Sc,Yes,10.0,2.0,No,0
Male,48.0,Indore,Working Professional,Teacher,3.0,5.0,5-6 hours,Healthy,M.Tech,Yes,5.0,3.0,Yes,0
Male,46.0,Mumbai,Working Professional,Software Engineer,1.0,4.0,7-8 hours,Moderate,B.Sc,Yes,1.0,3.0,Yes,0
Female,35.0,Pune,Working Professional,Content Writer,2.0,1.0,7-8 hours,Healthy,BCA,No,10.0,2.0,Yes,0
Female,58.0,Varanasi,Working Professional,Financial Analyst,4.0,4.0,7-8 hours,Moderate,B.Com,Yes,11.0,1.0,No,0
Female,18.0,Vadodara,Working Professional,,4.0,4.0,5-6 hours,Healthy,Class 12,Yes,10.0,4.0,Yes,1
Female,39.0,Kolkata,Working Professional,Architect,1.0,4.0,7-8 hours,Healthy,B.Sc,Yes,2.0,2.0,No,0
Male,31.0,Ahmedabad,Working Professional,,5.0,2.0,7-8 hours,Healthy,Class 12,Yes,1.0,1.0,No,0
Male,29.0,Kolkata,Working Professional,Teacher,2.0,1.0,5-6 hours,Healthy,B.Pharm,No,2.0,5.0,No,0
Female,56.0,Ahmedabad,Working Professional,Plumber,3.0,3.0,5-6 hours,Moderate,BBA,No,2.0,5.0,No,0
Female,35.0,Meerut,Working Professional,Lawyer,5.0,2.0,5-6 hours,Unhealthy,LLM,No,7.0,3.0,Yes,0
Male,56.0,Bhopal,Working Professional,Content Writer,5.0,4.0,5-6 hours,Unhealthy,M.Ed,Yes,2.0,1.0,No,0
Female,36.0,Vadodara,Working Professional,Sales Executive,1.0,2.0,7-8 hours,Healthy,B.Com,No,12.0,2.0,Yes,0
Female,21.0,Thane,Student,,,,Less than 5 hours,Healthy,MCA,Yes,11.0,5.0,No,1
Female,54.0,Ludhiana,Working Professional,Teacher,1.0,1.0,More than 8 hours,Healthy,LLM,No,5.0,1.0,Yes,0
Male,39.0,Mumbai,Working Professional,Business Analyst,3.0,1.0,Less than 5 hours,Moderate,B.Com,No,2.0,3.0,No,0
Male,54.0,Delhi,Working Professional,Entrepreneur,5.0,2.0,5-6 hours,Unhealthy,B.Tech,No,6.0,4.0,Yes,0
Male,43.0,Pune,Working Professional,Chemist,3.0,3.0,Less than 5 hours,Healthy,MD,Yes,8.0,1.0,Yes,0
Male,45.0,Mumbai,Working Professional,Lawyer,3.0,2.0,More than 8 hours,Healthy,LLB,No,8.0,4.0,Yes,0
Male,46.0,Surat,Working Professional,Teacher,5.0,3.0,Less than 5 hours,Unhealthy,B.Ed,No,1.0,5.0,Yes,0
Female,28.0,Varanasi,Working Professional,Architect,2.0,5.0,5-6 hours,Unhealthy,BCA,Yes,8.0,4.0,Yes,0
Female,34.0,Kanpur,Working Professional,Doctor,3.0,3.0,Less than 5 hours,Unhealthy,B.Pharm,No,10.0,1.0,No,0
Male,32.0,Hyderabad,Student,,,,5-6 hours,Moderate,B.Tech,Yes,7.0,4.0,Yes,1
Female,42.0,Rajkot,Working Professional,Chef,3.0,1.0,Less than 5 hours,Unhealthy,BHM,No,5.0,1.0,Yes,0
Female,25.0,Pune,Student,,,,Less than 5 hours,Unhealthy,M.Sc,No,0.0,4.0,Yes,1
Male,52.0,Chennai,Working Professional,Consultant,3.0,5.0,More than 8 hours,Unhealthy,M.Tech,No,2.0,5.0,Yes,0
Male,32.0,Hyderabad,Student,,,,5-6 hours,Moderate,M.Tech,Yes,10.0,4.0,Yes,1
Male,31.0,Visakhapatnam,Working Professional,Teacher,2.0,1.0,7-8 hours,Moderate,LLM,Yes,5.0,5.0,No,1
Male,59.0,Chennai,Working Professional,Teacher,5.0,3.0,7-8 hours,Moderate,MBA,Yes,3.0,4.0,Yes,0
Male,28.0,Patna,Working Professional,Business Analyst,5.0,1.0,Less than 5 hours,Unhealthy,M.Tech,Yes,12.0,5.0,No,1
Male,57.0,Nashik,Working Professional,Teacher,4.0,3.0,5-6 hours,Healthy,LLB,No,11.0,3.0,No,0
Female,49.0,Kalyan,Working Professional,Travel Consultant,5.0,5.0,More than 8 hours,Unhealthy,MHM,Yes,1.0,4.0,No,0
Female,52.0,Varanasi,Working Professional,Architect,4.0,2.0,5-6 hours,Unhealthy,M.Tech,No,11.0,4.0,Yes,0
Male,49.0,Faridabad,Working Professional,Teacher,1.0,1.0,7-8 hours,Moderate,B.Arch,No,8.0,1.0,Yes,0
Female,47.0,Vadodara,Working Professional,Educational Consultant,3.0,2.0,7-8 hours,Unhealthy,B.Ed,No,0.0,1.0,No,0
Male,43.0,Visakhapatnam,Working Professional,Teacher,4.0,2.0,Less than 5 hours,Moderate,B.Ed,No,7.0,5.0,No,0
Male,52.0,Mumbai,Working Professional,Teacher,4.0,5.0,Less than 5 hours,Moderate,BCA,Yes,2.0,4.0,No,0
Male,58.0,Thane,Working Professional,Investment Banker,2.0,2.0,5-6 hours,Healthy,MBA,No,8.0,5.0,No,0
Female,59.0,Vadodara,Working Professional,Doctor,1.0,4.0,5-6 hours,Unhealthy,B.Pharm,Yes,1.0,5.0,Yes,0
Female,29.0,Srinagar,Working Professional,Pharmacist,3.0,1.0,7-8 hours,Moderate,B.Pharm,Yes,10.0,1.0,No,0
Female,28.0,Vadodara,Student,,,,Less than 5 hours,Healthy,B.Ed,Yes,9.0,5.0,Yes,1
Female,20.0,Indore,Student,,,,Less than 5 hours,Unhealthy,Class 12,No,3.0,5.0,No,1
Male,40.0,Indore,Working Professional,Teacher,1.0,1.0,More than 8 hours,Moderate,B.Arch,Yes,0.0,4.0,No,0
Female,31.0,Rajkot,Working Professional,Software Engineer,3.0,4.0,7-8 hours,Unhealthy,BCA,Yes,4.0,2.0,Yes,0
Female,44.0,Kalyan,Working Professional,Teacher,2.0,4.0,Less than 5 hours,Moderate,B.Com,No,10.0,3.0,Yes,0
Male,60.0,Nagpur,Working Professional,Lawyer,5.0,5.0,More than 8 hours,Healthy,LLB,No,1.0,2.0,No,0
Female,45.0,Ludhiana,Working Professional,Mechanical Engineer,2.0,1.0,Less than 5 hours,Unhealthy,M.Tech,Yes,5.0,2.0,Yes,0
Female,43.0,Srinagar,Working Professional,Content Writer,1.0,4.0,Less than 5 hours,Moderate,M.Ed,No,1.0,5.0,No,0
Female,43.0,Bhopal,Working Professional,Mechanical Engineer,4.0,2.0,Less than 5 hours,Moderate,PhD,Yes,11.0,2.0,Yes,0
Male,45.0,Visakhapatnam,Working Professional,Teacher,1.0,2.0,7-8 hours,Moderate,BBA,No,5.0,2.0,No,0
Female,36.0,Vadodara,Working Professional,Teacher,1.0,1.0,Less than 5 hours,Healthy,LLB,No,12.0,5.0,Yes,0
Female,43.0,Patna,Working Professional,Software Engineer,2.0,2.0,5-6 hours,Healthy,B.Sc,No,5.0,2.0,No,0
Male,47.0,Ahmedabad,Working Professional,Teacher,2.0,1.0,7-8 hours,Moderate,B.Arch,Yes,7.0,2.0,No,0
Male,28.0,Ahmedabad,Working Professional,Chef,5.0,2.0,Less than 5 hours,Healthy,BHM,Yes,6.0,4.0,No,0
Female,52.0,Ludhiana,Working Professional,Manager,4.0,1.0,More than 8 hours,Moderate,MHM,Yes,10.0,1.0,Yes,0
Male,22.0,Nagpur,Student,,,,More than 8 hours,Moderate,M.Tech,Yes,9.0,4.0,No,1
Male,50.0,Visakhapatnam,Working Professional,Teacher,2.0,3.0,5-6 hours,Healthy,LLB,Yes,3.0,3.0,Yes,0
Female,57.0,Jaipur,Working Professional,Teacher,4.0,5.0,7-8 hours,Unhealthy,B.Arch,Yes,12.0,1.0,Yes,0
Male,53.0,Nashik,Working Professional,Chef,2.0,1.0,More than 8 hours,Moderate,MHM,No,4.0,3.0,Yes,0
Female,60.0,Thane,Working Professional,Business Analyst,5.0,4.0,5-6 hours,Healthy,M.Tech,No,3.0,3.0,Yes,0
Female,59.0,Ghaziabad,Working Professional,Lawyer,3.0,3.0,Less than 5 hours,Healthy,LLM,No,0.0,4.0,No,0
Male,45.0,Bhopal,Working Professional,Plumber,1.0,5.0,Less than 5 hours,Unhealthy,PhD,No,6.0,3.0,Yes,0
Female,55.0,Vasai-Virar,Working Professional,Teacher,3.0,2.0,More than 8 hours,Healthy,B.Ed,Yes,0.0,2.0,Yes,0
Male,39.0,Ghaziabad,Working Professional,,3.0,2.0,More than 8 hours,Healthy,Class 12,Yes,4.0,2.0,No,0
Female,46.0,Vadodara,Working Professional,Teacher,5.0,2.0,More than 8 hours,Moderate,MBA,No,4.0,1.0,No,0
Female,34.0,Hyderabad,Student,,,,More than 8 hours,Unhealthy,MA,Yes,10.0,4.0,No,1
Male,38.0,Ahmedabad,Working Professional,Financial Analyst,2.0,4.0,5-6 hours,Moderate,B.Com,No,3.0,3.0,Yes,0
Male,36.0,Jaipur,Working Professional,UX/UI Designer,4.0,4.0,Less than 5 hours,Healthy,MCA,No,1.0,2.0,Yes,0
Male,24.0,Surat,Student,,,,Less than 5 hours,Unhealthy,M.Tech,Yes,10.0,5.0,No,1
Female,49.0,Kanpur,Working Professional,Teacher,5.0,5.0,More than 8 hours,Moderate,LLM,No,7.0,3.0,No,0
Female,21.0,Meerut,Working Professional,Data Scientist,2.0,5.0,7-8 hours,Moderate,BCA,Yes,6.0,1.0,Yes,0
Male,54.0,Nashik,Working Professional,Pharmacist,2.0,4.0,7-8 hours,Moderate,B.Pharm,No,6.0,3.0,No,0
Male,40.0,Pune,Working Professional,Doctor,3.0,1.0,7-8 hours,Unhealthy,B.Pharm,No,11.0,3.0,No,0
Male,50.0,Ghaziabad,Working Professional,Lawyer,4.0,4.0,5-6 hours,Moderate,LLB,Yes,2.0,4.0,No,0
Male,50.0,Kalyan,Working Professional,Financial Analyst,1.0,2.0,7-8 hours,Healthy,B.Sc,No,11.0,4.0,Yes,0
Male,31.0,Rajkot,Student,,,,7-8 hours,Moderate,M.Ed,No,10.0,5.0,No,0
Male,54.0,Agra,Working Professional,Teacher,3.0,1.0,5-6 hours,Healthy,M.Pharm,No,8.0,5.0,Yes,0
Male,30.0,Patna,Working Professional,Teacher,2.0,4.0,More than 8 hours,Moderate,B.Sc,No,9.0,5.0,No,0
Female,30.0,Kalyan,Student,,,,5-6 hours,Healthy,MHM,Yes,11.0,3.0,Yes,0
Male,25.0,Ghaziabad,Student,,,,Less than 5 hours,Moderate,B.Com,Yes,10.0,1.0,No,1
Male,52.0,Patna,Working Professional,Teacher,4.0,3.0,5-6 hours,Moderate,B.Ed,Yes,7.0,3.0,Yes,0
Male,57.0,Ghaziabad,Working Professional,Electrician,1.0,3.0,More than 8 hours,Healthy,B.Tech,No,6.0,3.0,Yes,0
Male,36.0,Kalyan,Working Professional,Teacher,5.0,4.0,5-6 hours,Healthy,M.Ed,Yes,11.0,4.0,No,1
Female,49.0,Vasai-Virar,Working Professional,Teacher,4.0,3.0,Less than 5 hours,Healthy,MD,Yes,3.0,1.0,Yes,0
Male,33.0,Patna,Student,,,,7-8 hours,Healthy,BCA,Yes,10.0,5.0,Yes,1
